Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Miltank,241,75.5 kg,120.0 cm,Normal,"Thick Fat,Scrappy,Sap Sipper"," Ups resistance to Fire- and Ice-type moves., Enables moves to hit Ghost-type Pokémon., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/thick-fat, https://pokemondb.net/ability/scrappy, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/miltank,,,
Magby,240,21.4 kg,70.0 cm,Fire,"Flame Body,Vital Spirit"," Contact with the Pokémon may burn the attacker., Prevents the Pokémon from falling asleep."," https://pokemondb.net/ability/flame-body, https://pokemondb.net/ability/vital-spirit",https://pokemondb.net/pokedex/magby,"Magmar,Magmortar"," #0126, #0467"," https://pokemondb.net/pokedex/magmar, https://pokemondb.net/pokedex/magmortar"
Elekid,239,23.5 kg,60.0 cm,Electric,"Static,Vital Spirit"," Contact with the Pokémon may cause paralysis., Prevents the Pokémon from falling asleep."," https://pokemondb.net/ability/static, https://pokemondb.net/ability/vital-spirit",https://pokemondb.net/pokedex/elekid,"Electabuzz,Electivire"," #0125, #0466"," https://pokemondb.net/pokedex/electabuzz, https://pokemondb.net/pokedex/electivire"
Smoochum,238,6.0 kg,40.0 cm,"Ice,Psychic","Oblivious,Forewarn,Hydration"," Prevents it from becoming infatuated., Determines what moves a foe has., Heals status problems if it is raining."," https://pokemondb.net/ability/oblivious, https://pokemondb.net/ability/forewarn, https://pokemondb.net/ability/hydration",https://pokemondb.net/pokedex/smoochum,Jynx, #0124, https://pokemondb.net/pokedex/jynx
Hitmontop,237,48.0 kg,140.0 cm,Fighting,"Intimidate,Technician,Steadfast"," Lowers the foe's Attack stat., Powers up the Pokémon's weaker moves., Raises Speed each time the Pokémon flinches."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/technician, https://pokemondb.net/ability/steadfast",https://pokemondb.net/pokedex/hitmontop,,,
Smeargle,235,58.0 kg,120.0 cm,Normal,"Own Tempo,Technician,Moody"," Prevents the Pokémon from becoming confused., Powers up the Pokémon's weaker moves., Raises one stat and lowers another."," https://pokemondb.net/ability/own-tempo, https://pokemondb.net/ability/technician, https://pokemondb.net/ability/moody",https://pokemondb.net/pokedex/smeargle,,,
Tyrogue,236,21.0 kg,70.0 cm,Fighting,"Guts,Steadfast,Vital Spirit"," Boosts Attack if there is a status problem., Raises Speed each time the Pokémon flinches., Prevents the Pokémon from falling asleep."," https://pokemondb.net/ability/guts, https://pokemondb.net/ability/steadfast, https://pokemondb.net/ability/vital-spirit",https://pokemondb.net/pokedex/tyrogue,,,
Stantler,234,71.2 kg,140.0 cm,Normal,"Intimidate,Frisk,Sap Sipper"," Lowers the foe's Attack stat., The Pokémon can check a foe's held item., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/frisk, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/stantler,Wyrdeer, #0899, https://pokemondb.net/pokedex/wyrdeer
Porygon2,233,32.5 kg,60.0 cm,Normal,"Trace,Download,Analytic"," The Pokémon copies a foe's Ability., Adjusts power according to a foe's defenses., Boosts move power when the Pokémon moves last."," https://pokemondb.net/ability/trace, https://pokemondb.net/ability/download, https://pokemondb.net/ability/analytic",https://pokemondb.net/pokedex/porygon2,Porygon-Z, #0474," https://pokemondb.net/pokedex/porygon2, https://pokemondb.net/pokedex/porygon-z"
Donphan,232,120.0 kg,110.00000000000001 cm,Ground,"Sturdy,Sand Veil"," It cannot be knocked out with one hit., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/sand-veil",https://pokemondb.net/pokedex/donphan,,,
Phanpy,231,33.5 kg,50.0 cm,Ground,"Pickup,Sand Veil"," The Pokémon may pick up items., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net/ability/pickup, https://pokemondb.net/ability/sand-veil",https://pokemondb.net/pokedex/phanpy,Donphan, #0232, https://pokemondb.net/pokedex/donphan
Houndoom,229,35.0 kg,140.0 cm,"Dark,Fire","Early Bird,Flash Fire,Unnerve,Solar Power"," The Pokémon awakens quickly from sleep., It powers up Fire-type moves if it's hit by one., Makes the foe nervous and unable to eat Berries., In sunshine, Sp. Atk is boosted but HP decreases."," https://pokemondb.net/ability/early-bird, https://pokemondb.net/ability/flash-fire, https://pokemondb.net/ability/unnerve, https://pokemondb.net/ability/solar-power",https://pokemondb.net/pokedex/houndoom,,,
Skarmory,227,50.5 kg,170.0 cm,"Steel,Flying","Keen Eye,Sturdy,Weak Armor"," Prevents other Pokémon from lowering accuracy., It cannot be knocked out with one hit., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/keen-eye, https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/skarmory,,,
Houndour,228,10.8 kg,60.0 cm,"Dark,Fire","Early Bird,Flash Fire,Unnerve"," The Pokémon awakens quickly from sleep., It powers up Fire-type moves if it's hit by one., Makes the foe nervous and unable to eat Berries."," https://pokemondb.net/ability/early-bird, https://pokemondb.net/ability/flash-fire, https://pokemondb.net/ability/unnerve",https://pokemondb.net/pokedex/houndour,Houndoom, #0229, https://pokemondb.net/pokedex/houndoom
Kingdra,230,152.0 kg,180.0 cm,"Water,Dragon","Swift Swim,Sniper,Damp"," Boosts the Pokémon's Speed in rain., Powers up moves if they become critical hits., Prevents the use of self-destructing moves."," https://pokemondb.net/ability/swift-swim, https://pokemondb.net/ability/sniper, https://pokemondb.net/ability/damp",https://pokemondb.net/pokedex/kingdra,,,
Mantine,226,220.0 kg,210.0 cm,"Water,Flying","Swift Swim,Water Absorb,Water Veil"," Boosts the Pokémon's Speed in rain., Restores HP if hit by a Water-type move., Prevents the Pokémon from getting a burn."," https://pokemondb.net/ability/swift-swim, https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/water-veil",https://pokemondb.net/pokedex/mantine,,,
Delibird,225,16.0 kg,90.0 cm,"Ice,Flying","Vital Spirit,Hustle,Insomnia"," Prevents the Pokémon from falling asleep., Boosts the Attack stat, but lowers accuracy., Prevents the Pokémon from falling asleep."," https://pokemondb.net/ability/vital-spirit, https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/insomnia",https://pokemondb.net/pokedex/delibird,,,
Octillery,224,28.5 kg,90.0 cm,Water,"Suction Cups,Sniper,Moody"," Negates all moves that force switching out., Powers up moves if they become critical hits., Raises one stat and lowers another."," https://pokemondb.net/ability/suction-cups, https://pokemondb.net/ability/sniper, https://pokemondb.net/ability/moody",https://pokemondb.net/pokedex/octillery,,,
Remoraid,223,12.0 kg,60.0 cm,Water,"Hustle,Sniper,Moody"," Boosts the Attack stat, but lowers accuracy., Powers up moves if they become critical hits., Raises one stat and lowers another."," https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/sniper, https://pokemondb.net/ability/moody",https://pokemondb.net/pokedex/remoraid,Octillery, #0224, https://pokemondb.net/pokedex/octillery
Corsola,222,5.0 kg,60.0 cm,"Water,Rock","Hustle,Natural Cure,Regenerator,Weak Armor,Cursed Body"," Boosts the Attack stat, but lowers accuracy., All status problems heal when it switches out., Restores a little HP when withdrawn from battle., Physical attacks lower Defense and raise Speed., May disable a move used on the Pokémon."," https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/natural-cure, https://pokemondb.net/ability/regenerator, https://pokemondb.net/ability/weak-armor, https://pokemondb.net/ability/cursed-body",https://pokemondb.net/pokedex/corsola,Cursola, #0864, https://pokemondb.net/pokedex/cursola
Piloswine,221,55.8 kg,110.00000000000001 cm,"Ice,Ground","Oblivious,Snow Cloak,Thick Fat"," Prevents it from becoming infatuated., Raises evasion in a hailstorm., Ups resistance to Fire- and Ice-type moves."," https://pokemondb.net/ability/oblivious, https://pokemondb.net/ability/snow-cloak, https://pokemondb.net/ability/thick-fat",https://pokemondb.net/pokedex/piloswine,Mamoswine, #0473," https://pokemondb.net/pokedex/piloswine, https://pokemondb.net/pokedex/mamoswine"
Swinub,220,6.5 kg,40.0 cm,"Ice,Ground","Oblivious,Snow Cloak,Thick Fat"," Prevents it from becoming infatuated., Raises evasion in a hailstorm., Ups resistance to Fire- and Ice-type moves."," https://pokemondb.net/ability/oblivious, https://pokemondb.net/ability/snow-cloak, https://pokemondb.net/ability/thick-fat",https://pokemondb.net/pokedex/swinub,"Piloswine,Mamoswine"," #0221, #0473"," https://pokemondb.net/pokedex/piloswine, https://pokemondb.net/pokedex/mamoswine"
Magcargo,219,55.0 kg,80.0 cm,"Fire,Rock","Magma Armor,Flame Body,Weak Armor"," Prevents the Pokémon from becoming frozen., Contact with the Pokémon may burn the attacker., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/magma-armor, https://pokemondb.net/ability/flame-body, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/magcargo,,,
Slugma,218,35.0 kg,70.0 cm,Fire,"Magma Armor,Flame Body,Weak Armor"," Prevents the Pokémon from becoming frozen., Contact with the Pokémon may burn the attacker., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/magma-armor, https://pokemondb.net/ability/flame-body, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/slugma,Magcargo, #0219, https://pokemondb.net/pokedex/magcargo
Ursaring,217,125.8 kg,180.0 cm,Normal,"Guts,Quick Feet,Unnerve"," Boosts Attack if there is a status problem., Boosts Speed if there is a status problem., Makes the foe nervous and unable to eat Berries."," https://pokemondb.net/ability/guts, https://pokemondb.net/ability/quick-feet, https://pokemondb.net/ability/unnerve",https://pokemondb.net/pokedex/ursaring,Ursaluna, #0901," https://pokemondb.net/pokedex/ursaring, https://pokemondb.net/pokedex/ursaluna"
Teddiursa,216,8.8 kg,60.0 cm,Normal,"Pickup,Quick Feet,Honey Gather"," The Pokémon may pick up items., Boosts Speed if there is a status problem., The Pokémon may gather Honey from somewhere."," https://pokemondb.net/ability/pickup, https://pokemondb.net/ability/quick-feet, https://pokemondb.net/ability/honey-gather",https://pokemondb.net/pokedex/teddiursa,"Ursaring,Ursaluna"," #0217, #0901"," https://pokemondb.net/pokedex/ursaring, https://pokemondb.net/pokedex/ursaluna"
Sneasel,215,28.0 kg,90.0 cm,"Dark,Ice","Inner Focus,Keen Eye,Pickpocket,Inner Focus,Keen Eye,Pickpocket"," The Pokémon is protected from flinching., Prevents other Pokémon from lowering accuracy., Steals an item when hit by another Pokémon., The Pokémon is protected from flinching., Prevents other Pokémon from lowering accuracy., Steals an item when hit by another Pokémon."," https://pokemondb.net/ability/inner-focus, https://pokemondb.net/ability/keen-eye, https://pokemondb.net/ability/pickpocket, https://pokemondb.net/ability/inner-focus, https://pokemondb.net/ability/keen-eye, https://pokemondb.net/ability/pickpocket",https://pokemondb.net/pokedex/sneasel,Sneasler, #0903," https://pokemondb.net/pokedex/weavile, https://pokemondb.net/pokedex/sneasel, https://pokemondb.net/pokedex/sneasler"
Heracross,214,54.0 kg,150.0 cm,"Bug,Fighting","Swarm,Guts,Moxie,Skill Link"," Powers up Bug-type moves in a pinch., Boosts Attack if there is a status problem., Boosts Attack after knocking out any Pokémon., Increases the frequency of multi-strike moves."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/guts, https://pokemondb.net/ability/moxie, https://pokemondb.net/ability/skill-link",https://pokemondb.net/pokedex/heracross,,,
Scizor,212,118.0 kg,180.0 cm,"Bug,Steel","Swarm,Technician,Light Metal,Technician"," Powers up Bug-type moves in a pinch., Powers up the Pokémon's weaker moves., Halves the Pokémon's weight., Powers up the Pokémon's weaker moves."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/technician, https://pokemondb.net/ability/light-metal, https://pokemondb.net/ability/technician",https://pokemondb.net/pokedex/scizor,,,
Qwilfish,211,3.9 kg,50.0 cm,"Water,Poison","Poison Point,Swift Swim,Intimidate,Poison Point,Swift Swim,Intimidate"," Contact with the Pokémon may poison the attacker., Boosts the Pokémon's Speed in rain., Lowers the foe's Attack stat., Contact with the Pokémon may poison the attacker., Boosts the Pokémon's Speed in rain., Lowers the foe's Attack stat."," https://pokemondb.net/ability/poison-point, https://pokemondb.net/ability/swift-swim, https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/poison-point, https://pokemondb.net/ability/swift-swim, https://pokemondb.net/ability/intimidate",https://pokemondb.net/pokedex/qwilfish,Overqwil, #0904, https://pokemondb.net/pokedex/overqwil
Shuckle,213,20.5 kg,60.0 cm,"Bug,Rock","Sturdy,Gluttony,Contrary"," It cannot be knocked out with one hit., Encourages the early use of a held Berry., Makes stat changes have an opposite effect."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/gluttony, https://pokemondb.net/ability/contrary",https://pokemondb.net/pokedex/shuckle,,,
Granbull,210,48.7 kg,140.0 cm,Fairy,"Intimidate,Quick Feet,Rattled"," Lowers the foe's Attack stat., Boosts Speed if there is a status problem., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/quick-feet, https://pokemondb.net/ability/rattled",https://pokemondb.net/pokedex/granbull,,,
Gligar,207,64.8 kg,110.00000000000001 cm,"Ground,Flying","Hyper Cutter,Sand Veil,Immunity"," Prevents other Pokémon from lowering Attack stat., Boosts the Pokémon's evasion in a sandstorm., Prevents the Pokémon from getting poisoned."," https://pokemondb.net/ability/hyper-cutter, https://pokemondb.net/ability/sand-veil, https://pokemondb.net/ability/immunity",https://pokemondb.net/pokedex/gligar,Gliscor, #0472, https://pokemondb.net/pokedex/gliscor
Dunsparce,206,14.0 kg,150.0 cm,Normal,"Serene Grace,Run Away,Rattled"," Boosts the likelihood of added effects appearing., Enables a sure getaway from wild Pokémon., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net/ability/serene-grace, https://pokemondb.net/ability/run-away, https://pokemondb.net/ability/rattled",https://pokemondb.net/pokedex/dunsparce,,,
Pineco,204,7.2 kg,60.0 cm,Bug,"Sturdy,Overcoat"," It cannot be knocked out with one hit., Protects the Pokémon from weather damage."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/overcoat",https://pokemondb.net/pokedex/pineco,Forretress, #0205, https://pokemondb.net/pokedex/forretress
Girafarig,203,41.5 kg,150.0 cm,"Normal,Psychic","Inner Focus,Early Bird,Sap Sipper"," The Pokémon is protected from flinching., The Pokémon awakens quickly from sleep., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/inner-focus, https://pokemondb.net/ability/early-bird, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/girafarig,Farigiraf, #0981, https://pokemondb.net/pokedex/farigiraf
Forretress,205,125.8 kg,120.0 cm,"Bug,Steel","Sturdy,Overcoat"," It cannot be knocked out with one hit., Protects the Pokémon from weather damage."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/overcoat",https://pokemondb.net/pokedex/forretress,,,
Wobbuffet,202,28.5 kg,130.0 cm,Psychic,"Shadow Tag,Telepathy"," Prevents the foe from escaping., Anticipates an ally's attack and dodges it."," https://pokemondb.net/ability/shadow-tag, https://pokemondb.net/ability/telepathy",https://pokemondb.net/pokedex/wobbuffet,,,
Steelix,208,400.0 kg,919.9999999999999 cm,"Steel,Ground","Rock Head,Sturdy,Sheer Force,Sand Force"," Protects the Pokémon from recoil damage., It cannot be knocked out with one hit., Removes added effects to increase move damage., Boosts certain moves' power in a sandstorm."," https://pokemondb.net/ability/rock-head, https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/sheer-force, https://pokemondb.net/ability/sand-force",https://pokemondb.net/pokedex/steelix,,,
Misdreavus,200,1.0 kg,70.0 cm,Ghost,Levitate, Gives immunity to Ground type moves., https://pokemondb.net/ability/levitate,https://pokemondb.net/pokedex/misdreavus,Mismagius, #0429, https://pokemondb.net/pokedex/mismagius
Umbreon,197,27.0 kg,100.0 cm,Dark,"Synchronize,Inner Focus"," Passes a burn, poison, or paralysis to the foe., The Pokémon is protected from flinching."," https://pokemondb.net/ability/synchronize, https://pokemondb.net/ability/inner-focus",https://pokemondb.net/pokedex/umbreon,,,
Murkrow,198,2.1 kg,50.0 cm,"Dark,Flying","Insomnia,Super Luck,Prankster"," Prevents the Pokémon from falling asleep., Heightens the critical-hit ratios of moves., Gives priority to a status move."," https://pokemondb.net/ability/insomnia, https://pokemondb.net/ability/super-luck, https://pokemondb.net/ability/prankster",https://pokemondb.net/pokedex/murkrow,Honchkrow, #0430, https://pokemondb.net/pokedex/honchkrow
Slowking,199,79.5 kg,200.0 cm,"Water,Psychic","Oblivious,Own Tempo,Regenerator,Curious Medicine,Own Tempo,Regenerator"," Prevents it from becoming infatuated., Prevents the Pokémon from becoming confused., Restores a little HP when withdrawn from battle., Resets all stat changes upon entering battlefield., Prevents the Pokémon from becoming confused., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/oblivious, https://pokemondb.net/ability/own-tempo, https://pokemondb.net/ability/regenerator, https://pokemondb.net/ability/curious-medicine, https://pokemondb.net/ability/own-tempo, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/slowking,Slowpoke, #0079, https://pokemondb.net/pokedex/slowpoke
Espeon,196,26.5 kg,90.0 cm,Psychic,"Synchronize,Magic Bounce"," Passes a burn, poison, or paralysis to the foe., Reflects status- changing moves."," https://pokemondb.net/ability/synchronize, https://pokemondb.net/ability/magic-bounce",https://pokemondb.net/pokedex/espeon,,,
Snubbull,209,7.8 kg,60.0 cm,Fairy,"Intimidate,Run Away,Rattled"," Lowers the foe's Attack stat., Enables a sure getaway from wild Pokémon., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/run-away, https://pokemondb.net/ability/rattled",https://pokemondb.net/pokedex/snubbull,Granbull, #0210, https://pokemondb.net/pokedex/granbull
Quagsire,195,75.0 kg,140.0 cm,"Water,Ground","Damp,Water Absorb,Unaware"," Prevents the use of self-destructing moves., Restores HP if hit by a Water-type move., Ignores any stat changes in the Pokémon."," https://pokemondb.net/ability/damp, https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/unaware",https://pokemondb.net/pokedex/quagsire,"Wooper,Clodsire"," #0194, #0980"," https://pokemondb.net/pokedex/quagsire, https://pokemondb.net/pokedex/wooper, https://pokemondb.net/pokedex/clodsire"
Wooper,194,8.5 kg,40.0 cm,"Water,Ground","Damp,Water Absorb,Unaware,Poison Point,Water Absorb,Unaware"," Prevents the use of self-destructing moves., Restores HP if hit by a Water-type move., Ignores any stat changes in the Pokémon., Contact with the Pokémon may poison the attacker., Restores HP if hit by a Water-type move., Ignores any stat changes in the Pokémon."," https://pokemondb.net/ability/damp, https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/unaware, https://pokemondb.net/ability/poison-point, https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/unaware",https://pokemondb.net/pokedex/wooper,Clodsire, #0980," https://pokemondb.net/pokedex/quagsire, https://pokemondb.net/pokedex/wooper, https://pokemondb.net/pokedex/clodsire"
Unown,201,5.0 kg,50.0 cm,Psychic,Levitate, Gives immunity to Ground type moves., https://pokemondb.net/ability/levitate,https://pokemondb.net/pokedex/unown,,,
Yanma,193,38.0 kg,120.0 cm,"Bug,Flying","Speed Boost,Compound Eyes,Frisk"," Its Speed stat is gradually boosted., The Pokémon's accuracy is boosted., The Pokémon can check a foe's held item."," https://pokemondb.net/ability/speed-boost, https://pokemondb.net/ability/compound-eyes, https://pokemondb.net/ability/frisk",https://pokemondb.net/pokedex/yanma,Yanmega, #0469, https://pokemondb.net/pokedex/yanmega
Sunflora,192,8.5 kg,80.0 cm,Grass,"Chlorophyll,Solar Power,Early Bird"," Boosts the Pokémon's Speed in sunshine., In sunshine, Sp. Atk is boosted but HP decreases., The Pokémon awakens quickly from sleep."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/solar-power, https://pokemondb.net/ability/early-bird",https://pokemondb.net/pokedex/sunflora,,,
Sunkern,191,1.8 kg,30.0 cm,Grass,"Chlorophyll,Solar Power,Early Bird"," Boosts the Pokémon's Speed in sunshine., In sunshine, Sp. Atk is boosted but HP decreases., The Pokémon awakens quickly from sleep."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/solar-power, https://pokemondb.net/ability/early-bird",https://pokemondb.net/pokedex/sunkern,Sunflora, #0192, https://pokemondb.net/pokedex/sunflora
Aipom,190,11.5 kg,80.0 cm,Normal,"Run Away,Pickup,Skill Link"," Enables a sure getaway from wild Pokémon., The Pokémon may pick up items., Increases the frequency of multi-strike moves."," https://pokemondb.net/ability/run-away, https://pokemondb.net/ability/pickup, https://pokemondb.net/ability/skill-link",https://pokemondb.net/pokedex/aipom,Ambipom, #0424, https://pokemondb.net/pokedex/ambipom
Jumpluff,189,3.0 kg,80.0 cm,"Grass,Flying","Chlorophyll,Leaf Guard,Infiltrator"," Boosts the Pokémon's Speed in sunshine., Prevents problems with status in sunny weather., Passes through the foe's barrier and strikes."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/leaf-guard, https://pokemondb.net/ability/infiltrator",https://pokemondb.net/pokedex/jumpluff,,,
Skiploom,188,1.0 kg,60.0 cm,"Grass,Flying","Chlorophyll,Leaf Guard,Infiltrator"," Boosts the Pokémon's Speed in sunshine., Prevents problems with status in sunny weather., Passes through the foe's barrier and strikes."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/leaf-guard, https://pokemondb.net/ability/infiltrator",https://pokemondb.net/pokedex/skiploom,Jumpluff, #0189," https://pokemondb.net/pokedex/skiploom, https://pokemondb.net/pokedex/jumpluff"
Hoppip,187,0.5 kg,40.0 cm,"Grass,Flying","Chlorophyll,Leaf Guard,Infiltrator"," Boosts the Pokémon's Speed in sunshine., Prevents problems with status in sunny weather., Passes through the foe's barrier and strikes."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/leaf-guard, https://pokemondb.net/ability/infiltrator",https://pokemondb.net/pokedex/hoppip,"Skiploom,Jumpluff"," #0188, #0189"," https://pokemondb.net/pokedex/skiploom, https://pokemondb.net/pokedex/jumpluff"
Politoed,186,33.9 kg,110.00000000000001 cm,Water,"Water Absorb,Damp,Drizzle"," Restores HP if hit by a Water-type move., Prevents the use of self-destructing moves., The Pokémon makes it rain when it enters a battle."," https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/damp, https://pokemondb.net/ability/drizzle",https://pokemondb.net/pokedex/politoed,Poliwhirl, #0061, https://pokemondb.net/pokedex/poliwhirl
Sudowoodo,185,38.0 kg,120.0 cm,Rock,"Sturdy,Rock Head,Rattled"," It cannot be knocked out with one hit., Protects the Pokémon from recoil damage., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/rock-head, https://pokemondb.net/ability/rattled",https://pokemondb.net/pokedex/sudowoodo,,,
Azumarill,184,28.5 kg,80.0 cm,"Water,Fairy","Thick Fat,Huge Power,Sap Sipper"," Ups resistance to Fire- and Ice-type moves., Raises the Pokémon's Attack stat., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/thick-fat, https://pokemondb.net/ability/huge-power, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/azumarill,,,
Bellossom,182,5.8 kg,40.0 cm,Grass,"Chlorophyll,Healer"," Boosts the Pokémon's Speed in sunshine., May heal an ally's status conditions."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/healer",https://pokemondb.net/pokedex/bellossom,Gloom, #0044, https://pokemondb.net/pokedex/gloom
Marill,183,8.5 kg,40.0 cm,"Water,Fairy","Thick Fat,Huge Power,Sap Sipper"," Ups resistance to Fire- and Ice-type moves., Raises the Pokémon's Attack stat., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/thick-fat, https://pokemondb.net/ability/huge-power, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/marill,Azumarill, #0184," https://pokemondb.net/pokedex/marill, https://pokemondb.net/pokedex/azumarill"
Ampharos,181,61.5 kg,140.0 cm,Electric,"Static,Plus,Mold Breaker"," Contact with the Pokémon may cause paralysis., Ups Sp. Atk if another Pokémon has Plus or Minus., Moves can be used regardless of Abilities."," https://pokemondb.net/ability/static, https://pokemondb.net/ability/plus, https://pokemondb.net/ability/mold-breaker",https://pokemondb.net/pokedex/ampharos,,,
Mareep,179,7.8 kg,60.0 cm,Electric,"Static,Plus"," Contact with the Pokémon may cause paralysis., Ups Sp. Atk if another Pokémon has Plus or Minus."," https://pokemondb.net/ability/static, https://pokemondb.net/ability/plus",https://pokemondb.net/pokedex/mareep,"Flaaffy,Ampharos"," #0180, #0181"," https://pokemondb.net/pokedex/flaaffy, https://pokemondb.net/pokedex/ampharos"
Flaaffy,180,13.3 kg,80.0 cm,Electric,"Static,Plus"," Contact with the Pokémon may cause paralysis., Ups Sp. Atk if another Pokémon has Plus or Minus."," https://pokemondb.net/ability/static, https://pokemondb.net/ability/plus",https://pokemondb.net/pokedex/flaaffy,Ampharos, #0181," https://pokemondb.net/pokedex/flaaffy, https://pokemondb.net/pokedex/ampharos"
Natu,177,2.0 kg,20.0 cm,"Psychic,Flying","Synchronize,Early Bird,Magic Bounce"," Passes a burn, poison, or paralysis to the foe., The Pokémon awakens quickly from sleep., Reflects status- changing moves."," https://pokemondb.net/ability/synchronize, https://pokemondb.net/ability/early-bird, https://pokemondb.net/ability/magic-bounce",https://pokemondb.net/pokedex/natu,Xatu, #0178, https://pokemondb.net/pokedex/xatu
Xatu,178,15.0 kg,150.0 cm,"Psychic,Flying","Synchronize,Early Bird,Magic Bounce"," Passes a burn, poison, or paralysis to the foe., The Pokémon awakens quickly from sleep., Reflects status- changing moves."," https://pokemondb.net/ability/synchronize, https://pokemondb.net/ability/early-bird, https://pokemondb.net/ability/magic-bounce",https://pokemondb.net/pokedex/xatu,,,
Togetic,176,3.2 kg,60.0 cm,"Fairy,Flying","Hustle,Serene Grace,Super Luck"," Boosts the Attack stat, but lowers accuracy., Boosts the likelihood of added effects appearing., Heightens the critical-hit ratios of moves."," https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/serene-grace, https://pokemondb.net/ability/super-luck",https://pokemondb.net/pokedex/togetic,Togekiss, #0468," https://pokemondb.net/pokedex/togetic, https://pokemondb.net/pokedex/togekiss"
Togepi,175,1.5 kg,30.0 cm,Fairy,"Hustle,Serene Grace,Super Luck"," Boosts the Attack stat, but lowers accuracy., Boosts the likelihood of added effects appearing., Heightens the critical-hit ratios of moves."," https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/serene-grace, https://pokemondb.net/ability/super-luck",https://pokemondb.net/pokedex/togepi,"Togetic,Togekiss"," #0176, #0468"," https://pokemondb.net/pokedex/togetic, https://pokemondb.net/pokedex/togekiss"
Igglybuff,174,1.0 kg,30.0 cm,"Normal,Fairy","Cute Charm,Competitive,Friend Guard"," Contact with the Pokémon may cause infatuation., Sharply raises Special Attack when the Pokémon's stats are lowered., Reduces damage done to allies."," https://pokemondb.net/ability/cute-charm, https://pokemondb.net/ability/competitive, https://pokemondb.net/ability/friend-guard",https://pokemondb.net/pokedex/igglybuff,"Jigglypuff,Wigglytuff"," #0039, #0040"," https://pokemondb.net/pokedex/jigglypuff, https://pokemondb.net/pokedex/wigglytuff"
